"from","to","capacity","length","ftime","B","power","speed","toll","type"
"6769",6778,430,1.5,1.8,0.15,4,50,0,1
"6770",5786,770,3,4,0.15,4,45,0,1
"6770",6769,770,1.5,2,0.15,4,44,0,1
"6770",6807,770,0.5,0.75,0.15,4,38,0,1
"6770",12018,770,2,2.667,0.15,4,45,0,1
"6771",1742,1e+05,3.05,0,0.15,4,25,0,3
"6771",6772,770,3.1,3.72,0.15,4,50,0,1
"6771",6776,770,5,6,0.15,4,50,0,1
"6771",12019,770,1,1.2,0.15,4,47,0,1
"6772",6771,770,3.1,3.72,0.15,4,50,0,1
"6772",6776,770,2.08,2.496,0.15,4,50,0,1
"6772",11945,770,1.2,1.6,0.15,4,42,0,1
"6773",6779,1440,0.25,0.5,0.15,4,28,0,1
"6773",6783,405,0.57,1.368,0.15,4,25,0,1
"6773",8528,2160,0.1,0.2,0.15,4,28,0,1
"6773",12100,729,0.49,1.176,0.15,4,22,0,1
"6774",6775,770,0.22,0.33,0.15,4,40,0,1
"6774",6777,770,0.76,0.912,0.15,4,47,0,1
"6774",11945,770,1,1.333,0.15,4,42,0,1
"6775",6767,770,0.5,0.75,0.15,4,40,0,1
"6775",6768,770,2.2,2.933,0.15,4,45,0,1
"6775",6774,770,0.22,0.33,0.15,4,40,0,1
"6776",6771,770,5,6,0.15,4,50,0,1
"6776",6772,770,2.08,2.496,0.15,4,50,0,1
"6776",10251,510,2.72,3.264,0.15,4,50,0,1
"6777",6774,770,0.76,0.912,0.15,4,47,0,1
"6777",6778,430,3.2,3.84,0.15,4,50,0,1
"6777",6782,430,4,4.8,0.15,4,50,0,1
"6778",1743,1e+05,3.31,0,0.15,4,25,0,3
"6778",6769,770,1.5,1.8,0.15,4,50,0,1
"6778",6777,770,3.2,3.84,0.15,4,50,0,1
"6778",6782,990,5.19,6.228,0.15,4,50,0,1
"6778",12018,770,1.1,1.32,0.15,4,47,0,1
"6779",6773,1980,0.25,0.5,0.15,4,28,0,1
"6779",8609,1980,0.12,0.24,0.15,4,28,0,1
"6779",10593,1440,0.55,1.1,0.15,4,28,0,1
"6779",10859,770,0.54,1.296,0.15,4,25,0,1
"6780",6782,340,1.6,3.2,0.15,4,30,0,1
"6780",10251,510,2.72,3.264,0.15,4,50,0,1
"6780",10252,810,0.28,0.336,0.15,4,50,0,1
"6781",6783,405,0.12,0.288,0.15,4,25,0,1
"6781",8528,396,0.57,1.368,0.15,4,25,0,1
"6781",9052,711,0.25,0.6,0.15,4,25,0,1
"6781",10587,711,0.48,1.152,0.15,4,25,0,1
"6782",1749,1e+05,3.28,0,0.15,4,25,0,3
"6782",6777,770,4,4.8,0.15,4,50,0,1
"6782",6778,990,5.19,6.228,0.15,4,50,0,1
"6782",6780,340,1.6,3.2,0.15,4,30,0,1
"6782",6805,860,6.72,8.064,0.15,4,50,0,1
"6783",6773,405,0.57,1.368,0.15,4,25,0,1
"6783",6781,729,0.12,0.288,0.15,4,25,0,1
"6783",9257,1980,0.25,0.5,0.15,4,28,0,1
"6783",10593,396,0.25,0.6,0.15,4,25,0,1
"6784",6785,770,2,2.4,0.15,4,50,0,1
"6784",12028,770,5.08,6.773,0.15,4,45,0,1
"6785",6784,770,2,2.4,0.15,4,50,0,1
"6785",11937,770,7.32,8.784,0.15,4,50,0,1
"6786",6699,711,0.43,1.032,0.15,4,25,0,1
"6786",6788,396,0.12,0.288,0.15,4,25,0,1
"6786",9052,711,0.25,0.6,0.15,4,25,0,1
"6786",12142,711,0.25,0.6,0.15,4,25,0,1
"6787",7061,770,6.2,8.267,0.15,4,45,0,1
"6787",11937,770,2,2.667,0.15,4,45,0,1
"6787",12027,770,6.32,8.427,0.15,4,45,0,1
"6788",6786,711,0.12,0.288,0.15,4,25,0,1
"6788",6802,396,0.25,0.6,0.15,4,25,0,1
"6788",9257,1980,0.26,0.52,0.15,4,28,0,1
"6788",12141,1786,0.25,0.5,0.15,4,28,0,1
"6789",6791,770,5.6,6.72,0.15,4,50,0,1
"6789",6829,4000,5,4.013,0.15,4,62,0,2
"6789",9883,860,1.08,1.44,0.15,4,42,0,1
"6790",9299,770,2.76,3.68,0.15,4,45,0,1
"6790",9881,770,4,4.8,0.15,4,50,0,1
"6790",12026,770,0.24,0.36,0.15,4,38,0,1
"6791",6789,430,5.6,6.72,0.15,4,50,0,1
"6791",6792,770,1.51,2.013,0.15,4,44,0,1
"6791",9868,770,1,1.2,0.15,4,47,0,1
"6792",6791,770,1.51,2.013,0.15,4,44,0,1
"6792",9361,770,1.5,2,0.15,4,44,0,1
"6792",9869,770,1,1.333,0.15,4,42,0,1
"6793",6796,770,1.52,2.027,0.15,4,44,0,1
"6793",9297,770,1,1.333,0.15,4,42,0,1
"6793",9298,770,0.82,1.093,0.15,4,42,0,1
"6793",9299,770,2.1,2.8,0.15,4,45,0,1
"6794",6795,770,0.12,0.18,0.15,4,38,0,1
"6794",9298,770,1.5,2,0.15,4,44,0,1
"6795",6794,770,0.12,0.18,0.15,4,38,0,1
"6795",9300,770,0.5,0.75,0.15,4,38,0,1
"6796",6793,770,1.52,2.027,0.15,4,44,0,1
"6796",6797,770,0.5,0.75,0.15,4,38,0,1
"6797",6796,770,0.5,0.75,0.15,4,38,0,1
"6797",11936,770,0.46,0.69,0.15,4,38,0,1
"6798",9290,770,1.92,2.56,0.15,4,45,0,1
"6798",9292,770,1.88,2.507,0.15,4,45,0,1
"6798",9293,770,0.74,1.11,0.15,4,38,0,1
"6798",9302,770,1.5,2,0.15,4,44,0,1
"6799",6467,770,0.25,0.375,0.15,4,40,0,1
"6799",9290,770,1.2,1.44,0.15,4,47,0,1
"6799",9293,770,0.96,1.28,0.15,4,42,0,1
"6800",9253,600,0.5,1,0.15,4,30,0,1
"6800",11933,600,0.5,1,0.15,4,30,0,1
"6800",12025,770,1.5,3,0.15,4,30,0,1
"6801",9855,600,1.24,2.48,0.15,4,30,0,1
"6801",9879,770,3,3.6,0.15,4,50,0,1
"6802",6788,396,0.25,0.6,0.15,4,25,0,1
"6802",6954,864,0.75,1.5,0.15,4,27,0,1
"6802",11952,1980,0.25,0.5,0.15,4,28,0,1
"6802",12135,891,0.25,0.5,0.15,4,28,0,1
"6803",9615,430,1,1.2,0.15,4,47,0,1
"6803",11937,770,1.5,1.8,0.15,4,50,0,1
"6803",12028,770,7.5,10,0.15,4,45,0,1
"6804",5397,770,0.13,0.195,0.15,4,38,0,1
"6804",5398,770,0.87,1.16,0.15,4,42,0,1
"6804",12020,430,3,3.6,0.15,4,50,0,1
"6805",6782,430,6.72,8.064,0.15,4,50,0,1
"6805",6987,340,4.09,8.18,0.15,4,30,0,1
"6805",11881,810,2.26,3.39,0.15,4,40,0,1
"6806",6831,1400,0.11,0.22,0.15,4,28,0,1
"6806",6835,396,0.53,1.272,0.15,4,25,0,1
"6806",10588,1920,0.42,0.84,0.15,4,28,0,1
"6806",12142,711,0.26,0.624,0.15,4,25,0,1
"6807",6770,770,0.5,0.75,0.15,4,38,0,1
"6807",6953,770,0.5,0.75,0.15,4,37,0,1
"6807",11880,770,1.54,2.31,0.15,4,40,0,1
"6808",6809,1e+05,0.04,0,0.15,4,1.2,0.3,1
"6809",7637,1450,0.06,0.103,0.15,4,35,0,1
"6810",6811,1e+05,0.04,0,0.15,4,1.2,0.3,1
"6811",8875,1450,0.08,0.16,0.15,4,30,0,1
"6812",5135,4000,2.41,1.934,0.15,4,72,0,2
"6813",5132,1e+05,0.04,0,0.15,4,0.9,0.4,1
"6814",6815,1e+05,0.04,0,0.15,4,1.2,0.3,1
"6815",12954,1450,0.13,0.26,0.15,4,30,0,1
"6816",6817,4000,0.35,0.281,0.15,4,62,0,2
"6816",6818,1450,0.14,0.28,0.15,4,30,0,1
"6817",5144,4000,1.25,1.003,0.15,4,62,0,2
"6818",6819,1e+05,0.04,0,0.15,4,1.2,0.3,1
"6819",5143,1450,0.14,0.28,0.15,4,30,0,1
"6820",6821,6000,0.13,0.26,0.15,4,28,0,1
"6820",10212,4800,0.42,0.84,0.15,4,28,0,1
"6821",5831,630,0.26,0.624,0.15,4,25,0,1
"6821",10213,4888.799805,0.34,0.68,0.15,4,28,0,1
"6822",6823,1450,0.17,0.34,0.15,4,30,0,1
"6822",6826,4000,3.76,3.018,0.15,4,62,0,2
"6823",6822,1450,0.17,0.34,0.15,4,30,0,1
"6823",6824,600,0.32,0.64,0.15,4,30,0,1
"6823",9285,770,0.8,1.067,0.15,4,42,0,1
"6824",6823,600,0.32,0.64,0.15,4,30,0,1
"6824",6825,1450,0.17,0.34,0.15,4,30,0,1
"6824",12026,770,0.72,1.08,0.15,4,38,0,1
"6825",3091,4000,0.42,0.337,0.15,4,62,0,2
"6825",6824,1450,0.17,0.34,0.15,4,30,0,1
"6826",6789,4000,5,4.013,0.15,4,62,0,2
"6826",6827,1450,0.17,0.34,0.15,4,30,0,1
"6827",6826,1450,0.17,0.34,0.15,4,30,0,1
"6827",6828,770,0.32,0.48,0.15,4,38,0,1
"6827",9361,770,0.88,1.173,0.15,4,42,0,1
"6828",6827,770,0.32,0.48,0.15,4,38,0,1
"6828",6829,1450,0.17,0.34,0.15,4,30,0,1
"6828",9881,770,2.2,2.933,0.15,4,45,0,1
"6829",6825,4000,3.76,3.018,0.15,4,62,0,2
"6829",6828,1450,0.17,0.34,0.15,4,30,0,1
"6830",1765,1e+05,2.8,0,0.15,4,25,0,3
"6830",7069,770,3.1,3.72,0.15,4,50,0,1
"6830",12012,770,3.4,4.08,0.15,4,50,0,1
"6831",6806,1920,0.11,0.22,0.15,4,28,0,1
"6831",6838,1368,0.52,1.04,0.15,4,28,0,1
"6831",10594,1400,0.28,0.56,0.15,4,28,0,1
"6831",12141,1786,0.25,0.5,0.15,4,28,0,1
"6832",6833,770,1.05,1.26,0.15,4,47,0,1
"6832",11938,770,2.06,2.472,0.15,4,50,0,1
"6832",12012,770,2.96,3.552,0.15,4,50,0,1
"6833",2974,510,0.99,1.188,0.15,4,47,0,1
"6833",6832,770,1.05,1.26,0.15,4,47,0,1
"6833",6900,770,4.4,5.867,0.15,4,45,0,1
"6834",6855,770,4.02,4.824,0.15,4,50,0,1
"6834",6898,770,4.19,5.028,0.15,4,50,0,1
"6834",11938,770,4.3,5.16,0.15,4,50,0,1
"6835",6706,1400,0.37,0.74,0.15,4,28,0,1
"6835",6806,396,0.53,1.272,0.15,4,25,0,1
"6835",6838,1360,0.16,0.32,0.15,4,28,0,1
"6835",6865,711,0.49,1.176,0.15,4,25,0,1
"6836",6837,770,3,3.6,0.15,4,50,0,1
"6836",6898,770,2.26,2.712,0.15,4,50,0,1
"6836",6899,770,4.31,5.172,0.15,4,50,0,1
"6837",3235,770,1,1.2,0.15,4,47,0,1
"6837",6836,770,3,3.6,0.15,4,50,0,1
"6837",6840,430,4.15,4.98,0.15,4,50,0,1
"6838",6831,1368,0.52,1.04,0.15,4,28,0,1
"6838",6835,1880,0.16,0.32,0.15,4,28,0,1
"6838",6847,1400,0.27,0.648,0.15,4,24,0,1
"6838",6866,1881,0.51,1.02,0.15,4,28,0,1
"6839",6840,990,3.2,3.84,0.15,4,50,0,1
"6839",6841,540,0.3,0.45,0.15,4,40,0,1
"6839",11939,900,1.94,2.328,0.15,4,50,0,1
"6840",3306,1080,1.01,1.212,0.15,4,47,0,1
"6840",6837,770,4.15,4.98,0.15,4,50,0,1
"6840",6839,1080,3.2,3.84,0.15,4,50,0,1
"6840",6852,770,2.92,3.504,0.15,4,50,0,1
"6841",6839,540,0.3,0.45,0.15,4,40,0,1
"6841",6902,1080,2,2.4,0.15,4,50,0,1
"6841",12013,770,4.3,5.733,0.15,4,45,0,1
"6842",6843,1450,0.04,0.08,0.15,4,30,0,1
"6842",6846,770,2.55,3.06,0.15,4,50,0,1
"6842",6902,540,0.39,0.585,0.15,4,40,0,1
"6843",6842,1450,0.04,0.08,0.15,4,30,0,1
"6843",6844,1450,0.15,0.3,0.15,4,30,0,1
"6843",6845,1450,0.16,0.32,0.15,4,30,0,1
"6844",1781,4000,9.99,8.019,0.15,4,72,0,2
"6844",6843,1450,0.15,0.3,0.15,4,30,0,1
"6845",6843,1450,0.16,0.32,0.15,4,30,0,1
"6845",9163,1e+05,0.04,0,0.15,4,0.9,0.4,1
"6846",1768,1e+05,3.01,0,0.15,4,25,0,3
"6846",6842,770,2.55,3.06,0.15,4,50,0,1
"6846",6848,770,2.72,3.264,0.15,4,50,0,1
"6846",12013,770,2.75,3.667,0.15,4,45,0,1
"6847",6838,1400,0.27,0.648,0.15,4,24,0,1
"6847",10594,1440,0.53,0.909,0.15,4,32,0,1
"6847",10595,711,0.49,1.176,0.15,4,25,0,1
"6847",12179,2100,0.15,0.3,0.15,4,28,0,1
"6848",6846,770,2.72,3.264,0.15,4,50,0,1
"6848",6849,770,1.35,1.8,0.15,4,44,0,1
"6848",6854,770,0.6,0.9,0.15,4,40,0,1
"6849",6848,770,1.35,1.8,0.15,4,44,0,1
"6849",6850,770,1.46,1.947,0.15,4,44,0,1
"6850",6849,770,1.46,1.947,0.15,4,44,0,1
"6850",6851,770,1.75,2.333,0.15,4,44,0,1
"6850",12013,770,0.61,0.915,0.15,4,38,0,1
"6851",3358,770,0.62,0.93,0.15,4,40,0,1
"6851",6850,770,1.75,2.333,0.15,4,44,0,1
"6851",6853,770,1.7,2.04,0.15,4,50,0,1
"6852",6840,430,2.92,3.504,0.15,4,50,0,1
"6852",6853,770,0.08,0.12,0.15,4,40,0,1
"6853",6851,770,1.7,2.04,0.15,4,50,0,1
"6853",6852,770,0.08,0.12,0.15,4,40,0,1
"6854",6848,770,0.6,0.9,0.15,4,40,0,1
"6854",7026,770,2.17,2.893,0.15,4,45,0,1
"6854",7028,770,3.06,4.08,0.15,4,45,0,1
"6855",6834,770,4.02,4.824,0.15,4,50,0,1
"6855",12012,770,0.91,1.092,0.15,4,47,0,1
"6856",6857,4880,0.07,0.14,0.15,4,28,0,1
"6856",6860,3600,0.1,0.2,0.15,4,28,0,1
"6857",4723,2400,0.09,0.18,0.15,4,29,0,1
"6857",6858,549,0.13,0.26,0.15,4,28,0,1
"6858",4724,770,0.13,0.223,0.15,4,33,0,1
"6858",6857,315,0.13,0.26,0.15,4,28,0,1
"6858",6859,315,0.26,0.52,0.15,4,28,0,1
"6858",7531,450,0.6,1.029,0.15,4,33,0,1
"6859",4718,1800,0.14,0.24,0.15,4,32,0,1
"6859",6858,549,0.26,0.52,0.15,4,28,0,1
"6859",11720,2400,0.11,0.22,0.15,4,28,0,1
"6860",4712,1450,0.16,0.32,0.15,4,30,0,1
"6860",6863,3420,0.17,0.34,0.15,4,28,0,1
"6861",4712,6000,0.17,0.136,0.15,4,62,0,2
"6862",4714,6000,0.18,0.144,0.15,4,62,0,2
"6862",6863,1450,0.18,0.36,0.15,4,30,0,1
"6863",4715,3440,0.05,0.1,0.15,4,28,0,1
"6863",6862,1450,0.18,0.36,0.15,4,30,0,1
"6864",4713,3600,0.17,0.34,0.15,4,28,0,1
"6865",6835,396,0.49,1.176,0.15,4,25,0,1
"6865",6866,396,0.13,0.39,0.15,4,18,0,1
"6865",8380,405,0.52,1.248,0.15,4,25,0,1
"6865",10589,396,0.35,1.05,0.15,4,18,0,1
"6866",6838,1368,0.51,1.02,0.15,4,28,0,1
"6866",6865,711,0.13,0.39,0.15,4,18,0,1
"6866",8378,1368,0.51,1.02,0.15,4,28,0,1
"6866",10595,711,0.27,0.81,0.15,4,18,0,1
"6867",6868,1e+05,0.04,0,0.15,4,2.1,0.15,1
"6868",2197,2600,0.18,0.36,0.15,4,30,0,1
"6869",6870,1e+05,0.04,0,0.15,4,2.1,0.15,1
"6870",2299,1450,0.45,0.9,0.15,4,30,0,1
"6870",2300,1450,0.75,1.5,0.15,4,30,0,1
"6871",6877,1440,0.04,0.069,0.15,4,32,0,1
"6871",9084,1440,0.64,0.96,0.15,4,38,0,1
"6871",9086,1440,0.06,0.09,0.15,4,38,0,1
"6871",10959,1440,0.5,0.857,0.15,4,32,0,1
"6872",6873,1620,0.1,0.2,0.15,4,28,0,1
"6872",12386,2394,0.49,0.98,0.15,4,28,0,1
"6873",5827,2700,0.15,0.3,0.15,4,28,0,1
"6873",5887,2400,0.21,0.504,0.15,4,25,0,1
"6873",6874,3080,0.06,0.12,0.15,4,28,0,1
"6874",6872,1800,0.12,0.24,0.15,4,28,0,1
"6874",6873,3080,0.06,0.12,0.15,4,28,0,1
"6874",10215,3780,0.22,0.44,0.15,4,28,0,1
"6875",5886,2318,0.24,0.48,0.15,4,28,0,1
"6875",10219,1710,0.25,0.5,0.15,4,28,0,1
"6876",5878,810,0.55,1.1,0.15,4,28,0,1
"6876",5966,1978.800049,0.45,0.9,0.15,4,28,0,1
"6876",10224,396,0.8,1.6,0.15,4,29,0,1
"6876",11985,1980,1.78,2.373,0.15,4,45,0,1
"6877",3895,1260,1,1.714,0.15,4,32,0,1
"6877",6871,1440,0.04,0.069,0.15,4,32,0,1
"6877",9086,1400,0.03,0.045,0.15,4,36,0,1
"6877",10963,1880,0.51,0.874,0.15,4,32,0,1
"6878",5914,2400,0.44,0.88,0.15,4,28,0,1
"6878",5915,468,0.38,0.76,0.15,4,28,0,1
"6878",11985,2735.399902,0.51,1.02,0.15,4,28,0,1
"6879",6880,2394,0.47,0.94,0.15,4,28,0,1
"6879",10167,340,0.2,0.48,0.15,4,25,0,1
"6879",11862,1539,0.23,0.46,0.15,4,28,0,1
"6880",6879,2394,0.47,0.94,0.15,4,28,0,1
"6880",11863,2370,0.55,0.943,0.15,4,33,0,1
"6880",11882,315,0.5,1.2,0.15,4,25,0,1
"6881",8267,900,0.4,0.8,0.15,4,29,0,1
"6881",8272,1440,0.99,1.98,0.15,4,29,0,1
"6881",10961,1440,0.15,0.225,0.15,4,36,0,1
"6882",6883,396,0.09,0.216,0.15,4,25,0,1
"6882",6885,729,0.51,1.224,0.15,4,25,0,1
"6882",8380,405,0.5,1.2,0.15,4,25,0,1
"6882",10590,396,0.28,0.672,0.15,4,22,0,1
"6883",6882,711,0.09,0.216,0.15,4,25,0,1
"6883",6886,1881,0.51,1.02,0.15,4,28,0,1
"6883",8378,1368,0.51,1.02,0.15,4,28,0,1
"6883",10596,711,0.28,0.672,0.15,4,25,0,1
"6884",6718,729,0.67,1.608,0.15,4,25,0,1
"6884",6885,729,0.27,0.648,0.15,4,25,0,1
"6884",6888,1786,0.24,0.48,0.15,4,28,0,1
"6884",10590,2052,0.5,1,0.15,4,28,0,1
"6885",6882,729,0.51,1.224,0.15,4,25,0,1
"6885",6884,405,0.27,0.648,0.15,4,25,0,1
"6885",6886,405,0.08,0.192,0.15,4,25,0,1
"6885",6889,729,0.25,0.6,0.15,4,25,0,1
"6886",6883,1881,0.51,1.02,0.15,4,28,0,1
"6886",6885,729,0.08,0.192,0.15,4,25,0,1
"6886",6887,729,0.25,0.6,0.15,4,25,0,1
"6886",6890,1980,0.25,0.5,0.15,4,28,0,1
"6887",6886,405,0.25,0.6,0.15,4,25,0,1
"6887",6891,396,0.25,0.6,0.15,4,25,0,1
"6887",10596,711,0.5,1.2,0.15,4,25,0,1
"6887",12183,729,0.31,0.744,0.15,4,25,0,1
"6888",6721,430,0.75,1.8,0.15,4,25,0,1
"6888",6884,1786,0.24,0.48,0.15,4,28,0,1
"6888",6889,711,0.22,0.528,0.15,4,25,0,1
"6888",6892,1292,0.22,0.44,0.15,4,28,0,1
"6889",6885,729,0.25,0.6,0.15,4,25,0,1
"6889",6888,396,0.22,0.528,0.15,4,25,0,1
"6889",6890,405,0.08,0.192,0.15,4,25,0,1
"6889",6893,729,0.26,0.624,0.15,4,25,0,1
"6890",6886,1980,0.25,0.5,0.15,4,28,0,1
"6890",6889,729,0.08,0.192,0.15,4,25,0,1
"6890",6891,405,0.25,0.6,0.15,4,25,0,1
"6890",6894,1980,0.26,0.52,0.15,4,28,0,1
"6891",2836,1881,0.13,0.26,0.15,4,28,0,1
"6891",6887,711,0.25,0.6,0.15,4,25,0,1
"6891",6890,405,0.25,0.6,0.15,4,25,0,1
"6891",10597,1880,0.25,0.5,0.15,4,28,0,1
"6892",4392,1786,0.29,0.58,0.15,4,28,0,1
"6892",6724,2100,0.34,0.68,0.15,4,28,0,1
"6892",6888,1786,0.22,0.44,0.15,4,28,0,1
"6892",6893,810,0.29,0.696,0.15,4,25,0,1
"6893",4389,486,0.16,0.384,0.15,4,25,0,1
"6893",6889,729,0.26,0.624,0.15,4,25,0,1
"6893",6892,450,0.29,0.696,0.15,4,25,0,1
"6893",6894,450,0.05,0.12,0.15,4,25,0,1
"6894",4388,1980,0.25,0.5,0.15,4,28,0,1
"6894",6890,1980,0.26,0.52,0.15,4,28,0,1
"6894",6893,810,0.05,0.12,0.15,4,25,0,1
"6894",10597,405,0.26,0.624,0.15,4,25,0,1
"6895",4387,468,0.19,0.456,0.15,4,25,0,1
"6895",4388,405,0.25,0.6,0.15,4,25,0,1
"6895",6903,729,0.25,0.6,0.15,4,25,0,1
"6895",10597,405,0.25,0.6,0.15,4,25,0,1
"6896",4392,1786,0.25,0.5,0.15,4,28,0,1
"6896",6726,711,0.37,0.888,0.15,4,22,0,1
"6896",6897,396,0.1,0.24,0.15,4,22,0,1
"6896",10592,1292,0.26,0.52,0.15,4,28,0,1
"6897",2835,396,0.08,0.192,0.15,4,22,0,1
"6897",4391,2997.300049,0.26,0.52,0.15,4,28,0,1
"6897",6896,396,0.1,0.24,0.15,4,22,0,1
"6898",6834,770,4.19,5.028,0.15,4,50,0,1
"6898",6836,770,2.26,2.712,0.15,4,50,0,1
"6899",3033,430,2.62,3.144,0.15,4,50,0,1
"6899",6836,770,4.31,5.172,0.15,4,50,0,1
"6899",11938,770,3.27,3.924,0.15,4,50,0,1
"6900",6460,770,1.4,1.68,0.15,4,50,0,1
"6900",6833,770,4.4,5.867,0.15,4,45,0,1
"6900",7069,770,1.01,1.212,0.15,4,47,0,1
"6901",2835,396,0.06,0.144,0.15,4,22,0,1
"6901",4388,1980,0.25,0.5,0.15,4,28,0,1
"6901",6903,711,0.25,0.6,0.15,4,22,0,1
"6901",6905,1440,0.26,0.52,0.15,4,28,0,1
"6902",6841,1080,2,2.4,0.15,4,50,0,1
"6902",6842,810,0.39,0.585,0.15,4,40,0,1
"6902",11939,900,0.79,0.948,0.15,4,47,0,1
"6903",6895,729,0.25,0.6,0.15,4,25,0,1
"6903",6901,396,0.25,0.6,0.15,4,22,0,1
"6903",6906,405,0.25,0.6,0.15,4,25,0,1
"6903",7895,396,0.25,0.6,0.15,4,22,0,1
"6904",2829,1620,0.07,0.14,0.15,4,28,0,1
"6904",6897,1944,0.26,0.52,0.15,4,28,0,1
"6904",10592,1440,0.08,0.16,0.15,4,28,0,1
"6905",2829,1620,0.07,0.14,0.15,4,28,0,1
"6905",6901,1980,0.26,0.52,0.15,4,28,0,1
"6905",6906,1980,0.25,0.5,0.15,4,30,0,1
"6905",12370,1980,0.26,0.52,0.15,4,28,0,1
"6906",2830,1800,0.11,0.22,0.15,4,28,0,1
"6906",6903,729,0.25,0.6,0.15,4,25,0,1
"6906",6905,1440,0.25,0.5,0.15,4,30,0,1
"6906",6907,729,0.26,0.624,0.15,4,25,0,1
"6907",2826,405,0.5,1.2,0.15,4,25,0,1
"6907",2842,729,0.17,0.51,0.15,4,18,0,1
"6907",6906,405,0.26,0.624,0.15,4,25,0,1
"6907",12370,405,0.26,0.78,0.15,4,18,0,1
"6908",4440,1980,0.34,0.583,0.15,4,35,0,1
"6908",4443,3090,0.27,0.463,0.15,4,35,0,1
"6908",6909,396,0.52,1.248,0.15,4,22,0,1
"6909",2068,405,0.35,0.84,0.15,4,22,0,1
"6909",6908,396,0.52,1.248,0.15,4,22,0,1
"6909",8311,864,0.51,0.874,0.15,4,33,0,1
"6909",10605,396,0.51,1.224,0.15,4,22,0,1
"6910",9115,1440,0.8,1.371,0.15,4,34,0,1
"6910",9116,1440,0.04,0.069,0.15,4,32,0,1
"6910",12042,450,0.66,1.32,0.15,4,29,0,1
"6911",6983,1440,0.25,0.429,0.15,4,32,0,1
"6911",10972,2160,0.66,1.131,0.15,4,32,0,1
"6911",12089,1440,0.16,0.24,0.15,4,38,0,1
"6912",2824,1440,0.06,0.12,0.15,4,28,0,1
"6912",8336,3080,0.13,0.312,0.15,4,24,0,1
"6913",2823,711,0.06,0.103,0.15,4,33,0,1
"6913",8344,1458,0.49,0.98,0.15,4,28,0,1
"6913",10350,864,0.13,0.223,0.15,4,33,0,1
"6914",2823,711,0.06,0.103,0.15,4,33,0,1
"6914",6915,711,0.18,0.309,0.15,4,33,0,1
"6914",8342,1440,0.52,1.04,0.15,4,28,0,1
"6914",12757,1440,0.38,0.912,0.15,4,24,0,1
"6915",2820,711,0.06,0.103,0.15,4,33,0,1
"6915",6912,3440,0.38,0.912,0.15,4,24,0,1
"6915",6914,630,0.18,0.309,0.15,4,33,0,1
"6916",2812,711,0.06,0.12,0.15,4,29,0,1
"6916",2813,1463,0.1,0.2,0.15,4,28,0,1
"6916",2815,1292,0.19,0.38,0.15,4,28,0,1
"6916",6915,3080,0.37,0.74,0.15,4,28,0,1
"6916",12757,630,0.18,0.36,0.15,4,29,0,1
"6917",6761,1368,0.4,0.8,0.15,4,28,0,1
"6917",6919,2370,0.12,0.24,0.15,4,28,0,1
"6917",7512,729,0.12,0.288,0.15,4,25,0,1
"6917",10350,405,0.49,1.176,0.15,4,25,0,1
"6918",113,1e+05,0.25,0,0.15,4,25,0,3
"6918",6920,1620,0.12,0.24,0.15,4,28,0,1
"6918",7512,729,0.12,0.288,0.15,4,25,0,1
"6918",10351,1440,0.43,0.86,0.15,4,28,0,1
"6918",12840,729,0.35,0.84,0.15,4,25,0,1
"6919",2818,2370,0.12,0.206,0.15,4,32,0,1
"6919",6917,2880,0.12,0.24,0.15,4,28,0,1
"6919",12384,2700,0.13,0.26,0.15,4,28,0,1
"6920",2819,1620,0.12,0.24,0.15,4,28,0,1
"6920",6918,1440,0.12,0.24,0.15,4,28,0,1
"6920",6919,3160,0.2,0.4,0.15,4,28,0,1
"6920",7512,1422,0.13,0.312,0.15,4,24,0,1
"6921",6166,1980,0.75,0.9,0.15,4,48,0,1
"6921",6922,770,1,2,0.15,4,30,0,1
"6921",6934,1440,3,3.6,0.15,4,48,0,1
"6921",11907,770,1,1.5,0.15,4,39,0,1
"6922",6167,600,0.75,1.286,0.15,4,35,0,1
"6922",6921,340,1,2,0.15,4,30,0,1
"6922",6923,770,0.25,0.429,0.15,4,35,0,1
"6923",6922,770,0.25,0.429,0.15,4,35,0,1
"6923",6935,340,2.75,4.714,0.15,4,35,0,1
"6923",10204,600,1.5,3,0.15,4,30,0,1
"6924",2815,1330,0.05,0.086,0.15,4,32,0,1
"6924",4328,810,0.5,1,0.15,4,28,0,1
"6924",6927,1501,0.06,0.103,0.15,4,32,0,1
"6925",6171,770,1,2,0.15,4,30,0,1
"6925",6942,340,2.53,5.06,0.15,4,30,0,1
"6925",10204,860,2.57,3.855,0.15,4,40,0,1
"6926",6173,990,1.26,1.512,0.15,4,50,0,1
"6926",6943,1080,2.25,2.7,0.15,4,50,0,1
"6926",11994,770,0.5,0.75,0.15,4,37,0,1
"6927",2809,1501,0.08,0.137,0.15,4,32,0,1
"6927",6916,1296,0.12,0.24,0.15,4,28,0,1
"6927",6924,1501,0.06,0.103,0.15,4,32,0,1
"6928",6177,860,1.25,1.667,0.15,4,42,0,1
"6928",6947,770,1.25,1.667,0.15,4,42,0,1
"6928",11994,770,1.5,2.25,0.15,4,40,0,1
"6929",2805,810,0.09,0.18,0.15,4,28,0,1
"6929",4328,810,0.09,0.18,0.15,4,28,0,1
"6929",6927,1422,0.52,1.04,0.15,4,28,0,1
"6930",6179,770,0.52,0.78,0.15,4,37,0,1
